TEST PASSED: TEST ADVENTURER CARD: coins before = 4, coins after = 6
     1000:  670-block  0
unconditional  0 taken 1000
        -:  671:			
        -:  672:    case council_room:
        -:  673:      //+4 Cards
    #####:  674:      for (i = 0; i < 4; i++)
    $$$$$:  674-block  0
unconditional  0 never executed
    $$$$$:  674-block  1
branch  1 never executed
branch  2 never executed
    $$$$$:  674-block  2
unconditional  3 never executed
        -:  675:	{
    #####:  676:	  drawCard(currentPlayer, state);
    #####:  677:	}
    $$$$$:  677-block  0
unconditional  0 never executed
        -:  678:			
        -:  679:      //+1 Buy
    #####:  680:      state->numBuys++;
        -:  681:			
        -:  682:      //Each other player draws a card
    #####:  683:      for (i = 0; i < state->numPlayers; i++)
    $$$$$:  683-block  0
unconditional  0 never executed
    $$$$$:  683-block  1
branch  1 never executed
branch  2 never executed
    $$$$$:  683-block  2
unconditional  3 never executed
        -:  684:	{
    #####:  685:	  if ( i != currentPlayer )
    $$$$$:  685-block  0
branch  0 never executed
branch  1 never executed
        -:  686:	    {
    #####:  687:	      drawCard(i, state);
    #####:  688:	    }
    $$$$$:  688-block  0
unconditional  0 never executed
    #####:  689:	}
    $$$$$:  689-block  0
unconditional  0 never executed
        -:  690:			
        -:  691:      //put played card in played card pile
    #####:  692:      discardCard(handPos, currentPlayer, state, 0);
        -:  693:			
    #####:  694:      return 0;
    $$$$$:  694-block  0
unconditional  0 never executed
        -:  695:			
        -:  696:    case feast:
        -:  697:      //gain card with cost up to 5
        -:  698:      //Backup hand
    #####:  699:      for (i = 0; i <= state->handCount[currentPlayer]; i++){
    $$$$$:  699-block  0
unconditional  0 never executed
    $$$$$:  699-block  1
branch  1 never executed
branch  2 never executed
    $$$$$:  699-block  2
unconditional  3 never executed
    #####:  700:	temphand[i] = state->hand[currentPlayer][i];//Backup card
    #####:  701:	state->hand[currentPlayer][i] = -1;//Set to nothing
    #####:  702:      }
    $$$$$:  702-block  0
unconditional  0 never executed
        -:  703:      //Backup hand
        -:  704:
        -:  705:      //Update Coins for Buy
    #####:  706:      updateCoins(currentPlayer, state, 5);
    #####:  707:      x = 1;//Condition to loop on
    #####:  708:      while( x == 1) {//Buy one card
    $$$$$:  708-block  0
unconditional  0 never executed
    $$$$$:  708-block  1
branch  1 never executed
branch  2 never executed
    $$$$$:  708-block  2
unconditional  3 never executed
    #####:  709:	if (supplyCount(choice1, state) <= 0){
    $$$$$:  709-block  0
branch  0 never executed
branch  1 never executed
        -:  710:	  if (DEBUG)
        -:  711:	    printf("None of that card left, sorry!\n");
        -:  712:
        -:  713:	  if (DEBUG){
        -:  714:	    printf("Cards Left: %d\n", supplyCount(choice1, state));
        -:  715:	  }
    #####:  716:	}
    $$$$$:  716-block  0
unconditional  0 never executed
    #####:  717:	else if (state->coins < getCost(choice1)){
    $$$$$:  717-block  0
branch  0 never executed
branch  1 never executed
    #####:  718:	  printf("That card is too expensive!\n");
        -:  719:
        -:  720:	  if (DEBUG){
        -:  721:	    printf("Coins: %d < %d\n", state->coins, getCost(choice1));
        -:  722:	  }
    #####:  723:	}
    $$$$$:  723-block  0
unconditional  0 never executed
        -:  724:	else{
        -:  725:
        -:  726:	  if (DEBUG){
        -:  727:	    printf("Deck Count: %d\n", state->handCount[currentPlayer] + state->deckCount[currentPlayer] + state->discardCount[currentPlayer]);
        -:  728:	  }
        -:  729:
    #####:  730:	  gainCard(choice1, state, 0, currentPlayer);//Gain the card
    #####:  731:	  x = 0;//No more buying cards
    $$$$$:  731-block  0
unconditional  0 never executed
        -:  732:
        -:  733:	  if (DEBUG){
        -:  734:	    printf("Deck Count: %d\n", state->handCount[currentPlayer] + state->deckCount[currentPlayer] + state->discardCount[currentPlayer]);
        -:  735:	  }
        -:  736:
        -:  737:	}
        -:  738:      }     
        -:  739:
        -:  740:      //Reset Hand
    #####:  741:      for (i = 0; i <= state->handCount[currentPlayer]; i++){
    $$$$$:  741-block  0
unconditional  0 never executed
    $$$$$:  741-block  1
branch  1 never executed
branch  2 never executed
    $$$$$:  741-block  2
unconditional  3 never executed
    #####:  742:	state->hand[currentPlayer][i] = temphand[i];
    #####:  743:	temphand[i] = -1;
    #####:  744:      }
    $$$$$:  744-block  0
unconditional  0 never executed
        -:  745:      //Reset Hand
        -:  746:      			
    #####:  747:      return 0;
    $$$$$:  747-block  0
unconditional  0 never executed
        -:  748:			
        -:  749:    case gardens:
    #####:  750:      return -1;
    $$$$$:  750-block  0
unconditional  0 never executed
        -:  751:			
        -:  752:    case mine:
    #####:  753:      j = state->hand[currentPlayer][choice1];  //store card we will trash
        -:  754:
    #####:  755:      if (state->hand[currentPlayer][choice1] < copper || state->hand[currentPlayer][choice1] > gold)
    $$$$$:  755-block  0
branch  0 never executed
branch  1 never executed
    $$$$$:  755-block  1
branch  2 never executed
branch  3 never executed
        -:  756:	{
    #####:  757:	  return -1;
    $$$$$:  757-block  0
unconditional  0 never executed
        -:  758:	}
        -:  759:		
    #####:  760:      if (choice2 > treasure_map || choice2 < curse)
    $$$$$:  760-block  0
branch  0 never executed
branch  1 never executed
    $$$$$:  760-block  1
branch  2 never executed
branch  3 never executed
        -:  761:	{
    #####:  762:	  return -1;
    $$$$$:  762-block  0
unconditional  0 never executed
        -:  763:	}
        -:  764:
    #####:  765:      if ( (getCost(state->hand[currentPlayer][choice1]) + 3) > getCost(choice2) )
    $$$$$:  765-block  0
branch  0 never executed
branch  1 never executed
        -:  766:	{
    #####:  767:	  return -1;
    $$$$$:  767-block  0
unconditional  0 never executed
        -:  768:	}
        -:  769:
    #####:  770:      gainCard(choice2, state, 2, currentPlayer);
        -:  771:
        -:  772:      //discard card from hand
    #####:  773:      discardCard(handPos, currentPlayer, state, 0);
        -:  774:
        -:  775:      //discard trashed card
    #####:  776:      for (i = 0; i < state->handCount[currentPlayer]; i++)
    $$$$$:  776-block  0
unconditional  0 never executed
    $$$$$:  776-block  1
branch  1 never executed
branch  2 never executed
    $$$$$:  776-block  2
unconditional  3 never executed
        -:  777:	{
    #####:  778:	  if (state->hand[currentPlayer][i] == j)
    $$$$$:  778-block  0
branch  0 never executed
branch  1 never executed
        -:  779:	    {
    #####:  780:	      discardCard(i, currentPlayer, state, 0);			
    #####:  781:	      break;
    $$$$$:  781-block  0
unconditional  0 never executed
        -:  782:	    }
    #####:  783:	}
    $$$$$:  783-block  0
unconditional  0 never executed
        -:  784:			
    #####:  785:      return 0;
    $$$$$:  785-block  0
unconditional  0 never executed
        -:  786:			
        -:  787:    case remodel:
    #####:  788:      j = state->hand[currentPlayer][choice1];  //store card we will trash
        -:  789:
    #####:  790:      if ( (getCost(state->hand[currentPlayer][choice1]) + 2) > getCost(choice2) )
    $$$$$:  790-block  0
branch  0 never executed
branch  1 never executed
        -:  791:	{
    #####:  792:	  return -1;
    $$$$$:  792-block  0
unconditional  0 never executed
        -:  793:	}
        -:  794:
    #####:  795:      gainCard(choice2, state, 0, currentPlayer);
        -:  796:
        -:  797:      //discard card from hand
    #####:  798:      discardCard(handPos, currentPlayer, state, 0);
        -:  799:
        -:  800:      //discard trashed card
    #####:  801:      for (i = 0; i < state->handCount[currentPlayer]; i++)
    $$$$$:  801-block  0
unconditional  0 never executed
    $$$$$:  801-block  1
branch  1 never executed
branch  2 never executed
    $$$$$:  801-block  2
unconditional  3 never executed
        -:  802:	{
    #####:  803:	  if (state->hand[currentPlayer][i] == j)
    $$$$$:  803-block  0
branch  0 never executed
branch  1 never executed
        -:  804:	    {
    #####:  805:	      discardCard(i, currentPlayer, state, 0);			
    #####:  806:	      break;
    $$$$$:  806-block  0
unconditional  0 never executed
        -:  807:	    }
    #####:  808:	}
    $$$$$:  808-block  0
unconditional  0 never executed
        -:  809:
        -:  810:
    #####:  811:      return 0;
    $$$$$:  811-block  0
unconditional  0 never executed
        -:  812:		
        -:  813:    case smithy:
        -:  814:      //+3 Cards
     1000:  815:      return smithyAction(state, handPos);   
     1000:  815-block  0
unconditional  0 taken 1000
        -:  816:		
        -:  817:    case village:
        -:  818:      //+1 Card
    #####:  819:      drawCard(currentPlayer, state);
        -:  820:			
        -:  821:      //+2 Actions
    #####:  822:      state->numActions = state->numActions + 2;
        -:  823:			
        -:  824:      //discard played card from hand
    #####:  825:      discardCard(handPos, currentPlayer, state, 0);
    #####:  826:      return 0;
    $$$$$:  826-block  0
unconditional  0 never executed
        -:  827:		
        -:  828:    case baron:
    #####:  829:      state->numBuys++;//Increase buys by 1!
    #####:  830:      if (choice1 > 0){//Boolean true or going to discard an estate
    $$$$$:  830-block  0
branch  0 never executed
branch  1 never executed
    #####:  831:	int p = 0;//Iterator for hand!
    #####:  832:	int card_not_discarded = 1;//Flag for discard set!
    #####:  833:	while(card_not_discarded){
    $$$$$:  833-block  0
unconditional  0 never executed
    $$$$$:  833-block  1
branch  1 never executed
branch  2 never executed
    $$$$$:  833-block  2
unconditional  3 never executed
    #####:  834:	  if (state->hand[currentPlayer][p] == estate){//Found an estate card!
    $$$$$:  834-block  0
branch  0 never executed
branch  1 never executed
    #####:  835:	    state->coins += 4;//Add 4 coins to the amount of coins
    #####:  836:	    state->discard[currentPlayer][state->discardCount[currentPlayer]] = state->hand[currentPlayer][p];
    #####:  837:	    state->discardCount[currentPlayer]++;
    #####:  838:	    for (;p < state->handCount[currentPlayer]; p++){
    $$$$$:  838-block  0
unconditional  0 never executed
    $$$$$:  838-block  1
branch  1 never executed
branch  2 never executed
    $$$$$:  838-block  2
unconditional  3 never executed
    #####:  839:	      state->hand[currentPlayer][p] = state->hand[currentPlayer][p+1];
    #####:  840:	    }
    $$$$$:  840-block  0
unconditional  0 never executed
    #####:  841:	    state->hand[currentPlayer][state->handCount[currentPlayer]] = -1;
    #####:  842:	    state->handCount[currentPlayer]--;
    #####:  843:	    card_not_discarded = 0;//Exit the loop
    #####:  844:	  }
    $$$$$:  844-block  0
unconditional  0 never executed
    #####:  845:	  else if (p > state->handCount[currentPlayer]){
    $$$$$:  845-block  0
branch  0 never executed
branch  1 never executed
        -:  846:	    if(DEBUG) {
        -:  847:	      printf("No estate cards in your hand, invalid choice\n");
        -:  848:	      printf("Must gain an estate if there are any\n");
        -:  849:	    }
    #####:  850:	    if (supplyCount(estate, state) > 0){
    $$$$$:  850-block  0
branch  0 never executed
branch  1 never executed
    #####:  851:	      gainCard(estate, state, 0, currentPlayer);
    #####:  852:	      state->supplyCount[estate]--;//Decrement estates
    #####:  853:	      if (supplyCount(estate, state) == 0){
    $$$$$:  853-block  0
branch  0 never executed
branch  1 never executed
    #####:  854:		isGameOver(state);
    #####:  855:	      }
    $$$$$:  855-block  0
unconditional  0 never executed
    #####:  856:	    }
    $$$$$:  856-block  0
unconditional  0 never executed
    #####:  857:	    card_not_discarded = 0;//Exit the loop
    #####:  858:	  }
    $$$$$:  858-block  0
unconditional  0 never executed
        -:  859:			    
        -:  860:	  else{
    #####:  861:	    p++;//Next card
    $$$$$:  861-block  0
unconditional  0 never executed
        -:  862:	  }
        -:  863:	}
    #####:  864:      }
    $$$$$:  864-block  0
unconditional  0 never executed
        -:  865:			    
        -:  866:      else{
    #####:  867:	if (supplyCount(estate, state) > 0){
    $$$$$:  867-block  0
branch  0 never executed
branch  1 never executed
    #####:  868:	  gainCard(estate, state, 0, currentPlayer);//Gain an estate
    #####:  869:	  state->supplyCount[estate]--;//Decrement Estates
    #####:  870:	  if (supplyCount(estate, state) == 0){
    $$$$$:  870-block  0
branch  0 never executed
branch  1 never executed
    #####:  871:	    isGameOver(state);
    #####:  872:	  }
    $$$$$:  872-block  0
unconditional  0 never executed
    #####:  873:	}
    $$$$$:  873-block  0
unconditional  0 never executed
        -:  874:      }
        -:  875:	    
        -:  876:      
    #####:  877:      return 0;
    $$$$$:  877-block  0
unconditional  0 never executed
        -:  878:		
        -:  879:    case great_hall:
        -:  880:      //+1 Card
    #####:  881:      drawCard(currentPlayer, state);
        -:  882:			
        -:  883:      //+1 Actions
    #####:  884:      state->numActions++;
        -:  885:			
        -:  886:      //discard card from hand
    #####:  887:      discardCard(handPos, currentPlayer, state, 0);
    #####:  888:      return 0;
    $$$$$:  888-block  0
unconditional  0 never executed
        -:  889:		
        -:  890:    case minion:
        -:  891:      //+1 action
    #####:  892:      state->numActions++;
        -:  893:			
        -:  894:      //discard card from hand
    #####:  895:      discardCard(handPos, currentPlayer, state, 0);
        -:  896:			
    #####:  897:      if (choice1)		//+2 coins
    $$$$$:  897-block  0
branch  0 never executed
branch  1 never executed
        -:  898:	{
    #####:  899:	  state->coins = state->coins + 2;
    #####:  900:	}
    $$$$$:  900-block  0
unconditional  0 never executed
        -:  901:			
    #####:  902:      else if (choice2)		//discard hand, redraw 4, other players with 5+ cards discard hand and draw 4
    $$$$$:  902-block  0
branch  0 never executed
branch  1 never executed
        -:  903:	{
        -:  904:	  //discard hand
    #####:  905:	  while(numHandCards(state) > 0)
    $$$$$:  905-block  0
unconditional  0 never executed
    $$$$$:  905-block  1
branch  1 never executed
branch  2 never executed
    $$$$$:  905-block  2
unconditional  3 never executed
        -:  906:	    {
    #####:  907:	      discardCard(handPos, currentPlayer, state, 0);
        -:  908:	    }
        -:  909:				
        -:  910:	  //draw 4
    #####:  911:	  for (i = 0; i < 4; i++)
    $$$$$:  911-block  0
unconditional  0 never executed
    $$$$$:  911-block  1
branch  1 never executed
branch  2 never executed
    $$$$$:  911-block  2
unconditional  3 never executed
        -:  912:	    {
    #####:  913:	      drawCard(currentPlayer, state);
    #####:  914:	    }
    $$$$$:  914-block  0
unconditional  0 never executed
        -:  915:				
        -:  916:	  //other players discard hand and redraw if hand size > 4
    #####:  917:	  for (i = 0; i < state->numPlayers; i++)
    $$$$$:  917-block  0
unconditional  0 never executed
    $$$$$:  917-block  1
branch  1 never executed
branch  2 never executed
    $$$$$:  917-block  2
unconditional  3 never executed
        -:  918:	    {
    #####:  919:	      if (i != currentPlayer)
    $$$$$:  919-block  0
branch  0 never executed
branch  1 never executed
        -:  920:		{
    #####:  921:		  if ( state->handCount[i] > 4 )
    $$$$$:  921-block  0
branch  0 never executed
branch  1 never executed
        -:  922:		    {
        -:  923:		      //discard hand
    #####:  924:		      while( state->handCount[i] > 0 )
    $$$$$:  924-block  0
unconditional  0 never executed
    $$$$$:  924-block  1
branch  1 never executed
branch  2 never executed
    $$$$$:  924-block  2
unconditional  3 never executed
        -:  925:			{
    #####:  926:			  discardCard(handPos, i, state, 0);
        -:  927:			}
        -:  928:							
        -:  929:		      //draw 4
    #####:  930:		      for (j = 0; j < 4; j++)
    $$$$$:  930-block  0
unconditional  0 never executed
    $$$$$:  930-block  1
branch  1 never executed
branch  2 never executed
    $$$$$:  930-block  2
unconditional  3 never executed
        -:  931:			{
    #####:  932:			  drawCard(i, state);
    #####:  933:			}
    $$$$$:  933-block  0
unconditional  0 never executed
    #####:  934:		    }
    $$$$$:  934-block  0
unconditional  0 never executed
    #####:  935:		}
    $$$$$:  935-block  0
unconditional  0 never executed
    #####:  936:	    }
    $$$$$:  936-block  0
unconditional  0 never executed
        -:  937:				
    #####:  938:	}
    $$$$$:  938-block  0
unconditional  0 never executed
    #####:  939:      return 0;
    $$$$$:  939-block  0
unconditional  0 never executed
        -:  940:		
        -:  941:    case steward:
    #####:  942:      if (choice1 == 1)
    $$$$$:  942-block  0
branch  0 never executed
branch  1 never executed
        -:  943:	{
        -:  944:	  //+2 cards
    #####:  945:	  drawCard(currentPlayer, state);
    #####:  946:	  drawCard(currentPlayer, state);
    #####:  947:	}
    $$$$$:  947-block  0
unconditional  0 never executed
    #####:  948:      else if (choice1 == 2)
    $$$$$:  948-block  0
branch  0 never executed
branch  1 never executed
        -:  949:	{
        -:  950:	  //+2 coins
    #####:  951:	  state->coins = state->coins + 2;
    #####:  952:	}
    $$$$$:  952-block  0
unconditional  0 never executed
        -:  953:      else
        -:  954:	{
        -:  955:	  //trash 2 cards in hand
    #####:  956:	  discardCard(choice2, currentPlayer, state, 1);
    #####:  957:	  discardCard(choice3, currentPlayer, state, 1);
    $$$$$:  957-block  0
unconditional  0 never executed
        -:  958:	}
        -:  959:			
        -:  960:      //discard card from hand
    #####:  961:      discardCard(handPos, currentPlayer, state, 0);
    #####:  962:      return 0;
    $$$$$:  962-block  0
unconditional  0 never executed
        -:  963:		
        -:  964:    case tribute:
    #####:  965:        return tributeAction(state);   
    $$$$$:  965-block  0
unconditional  0 never executed
        -:  966:		
        -:  967:    case ambassador:
    #####:  968:        return ambassadorAction(state, handPos, choice1, choice2);   
    $$$$$:  968-block  0
unconditional  0 never executed
        -:  969:		
        -:  970:    case cutpurse:
    #####:  971:        return cutpurseAction(state, handPos);   
    $$$$$:  971-block  0
unconditional  0 never executed
        -:  972:		
        -:  973:    case embargo: 
        -:  974:      //+2 Coins
    #####:  975:      state->coins = state->coins + 2;
        -:  976:			
        -:  977:      //see if selected pile is in play
    #####:  978:      if ( state->supplyCount[choice1] == -1 )
    $$$$$:  978-block  0
branch  0 never executed
branch  1 never executed
        -:  979:	{
    #####:  980:	  return -1;
    $$$$$:  980-block  0
unconditional  0 never executed
        -:  981:	}
        -:  982:			
        -:  983:      //add embargo token to selected supply pile
    #####:  984:      state->embargoTokens[choice1]++;
        -:  985:			
        -:  986:      //trash card
    #####:  987:      discardCard(handPos, currentPlayer, state, 1);		
    #####:  988:      return 0;
    $$$$$:  988-block  0
unconditional  0 never executed
        -:  989:		
        -:  990:    case outpost:
        -:  991:      //set outpost flag
    #####:  992:      state->outpostPlayed++;
        -:  993:			
        -:  994:      //discard card
    #####:  995:      discardCard(handPos, currentPlayer, state, 0);
    #####:  996:      return 0;
    $$$$$:  996-block  0
unconditional  0 never executed
        -:  997:		
        -:  998:    case salvager:
        -:  999:      //+1 buy
    #####: 1000:      state->numBuys++;
        -: 1001:			
    #####: 1002:      if (choice1)
    $$$$$: 1002-block  0
branch  0 never executed
branch  1 never executed
        -: 1003:	{
        -: 1004:	  //gain coins equal to trashed card
    #####: 1005:	  state->coins = state->coins + getCost( handCard(choice1, state) );
        -: 1006:	  //trash card
    #####: 1007:	  discardCard(choice1, currentPlayer, state, 1);	
    #####: 1008:	}
    $$$$$: 1008-block  0
unconditional  0 never executed
        -: 1009:			
        -: 1010:      //discard card
    #####: 1011:      discardCard(handPos, currentPlayer, state, 0);
    #####: 1012:      return 0;
    $$$$$: 1012-block  0
unconditional  0 never executed
        -: 1013:		
        -: 1014:    case sea_hag:
    #####: 1015:      for (i = 0; i < state->numPlayers; i++){
    $$$$$: 1015-block  0
unconditional  0 never executed
    $$$$$: 1015-block  1
branch  1 never executed
branch  2 never executed
    $$$$$: 1015-block  2
unconditional  3 never executed
    #####: 1016:	if (i != currentPlayer){
    $$$$$: 1016-block  0
branch  0 never executed
branch  1 never executed
    #####: 1017:	  state->discard[i][state->discardCount[i]] = state->deck[i][state->deckCount[i]--];			    state->deckCount[i]--;
    #####: 1018:	  state->discardCount[i]++;
    #####: 1019:	  state->deck[i][state->deckCount[i]--] = curse;//Top card now a curse
    #####: 1020:	}
    $$$$$: 1020-block  0
unconditional  0 never executed
    #####: 1021:      }
    $$$$$: 1021-block  0
unconditional  0 never executed
    #####: 1022:      return 0;
    $$$$$: 1022-block  0
unconditional  0 never executed
        -: 1023:		
        -: 1024:    case treasure_map:
        -: 1025:      //search hand for another treasure_map
    #####: 1026:      index = -1;
    #####: 1027:      for (i = 0; i < state->handCount[currentPlayer]; i++)
    $$$$$: 1027-block  0
unconditional  0 never executed
    $$$$$: 1027-block  1
branch  1 never executed
branch  2 never executed
    $$$$$: 1027-block  2
unconditional  3 never executed
        -: 1028:	{
    #####: 1029:	  if (state->hand[currentPlayer][i] == treasure_map && i != handPos)
    $$$$$: 1029-block  0
branch  0 never executed
branch  1 never executed
    $$$$$: 1029-block  1
branch  2 never executed
branch  3 never executed
        -: 1030:	    {
    #####: 1031:	      index = i;
    #####: 1032:	      break;
    $$$$$: 1032-block  0
unconditional  0 never executed
        -: 1033:	    }
    #####: 1034:	}
    $$$$$: 1034-block  0
unconditional  0 never executed
    #####: 1035:      if (index > -1)
    $$$$$: 1035-block  0
branch  0 never executed
branch  1 never executed
        -: 1036:	{
        -: 1037:	  //trash both treasure cards
    #####: 1038:	  discardCard(handPos, currentPlayer, state, 1);
    #####: 1039:	  discardCard(index, currentPlayer, state, 1);
        -: 1040:
        -: 1041:	  //gain 4 Gold cards
    #####: 1042:	  for (i = 0; i < 4; i++)
    $$$$$: 1042-block  0
unconditional  0 never executed
    $$$$$: 1042-block  1
branch  1 never executed
branch  2 never executed
    $$$$$: 1042-block  2
unconditional  3 never executed
        -: 1043:	    {
    #####: 1044:	      gainCard(gold, state, 1, currentPlayer);
    #####: 1045:	    }
    $$$$$: 1045-block  0
unconditional  0 never executed
        -: 1046:				
        -: 1047:	  //return success
    #####: 1048:	  return 1;
    $$$$$: 1048-block  0
unconditional  0 never executed
        -: 1049:	}
        -: 1050:			
        -: 1051:      //no second treasure_map found in hand
    #####: 1052:      return -1;
    $$$$$: 1052-block  0
unconditional  0 never executed
        -: 1053:    }
        -: 1054:	
    #####: 1055:  return -1;
    $$$$$: 1055-block  0
unconditional  0 never executed
     2000: 1056:}
     2000: 1056-block  0
unconditional  0 taken 2000
        -: 1057:
function discardCard called 3000 returned 100% blocks executed 90%
        -: 1058:int discardCard(int handPos, int currentPlayer, struct gameState *state, int trashFlag)
        -: 1059:{
        -: 1060:	
        -: 1061:  //if card is not trashed, added to Played pile 
     3000: 1062:  if (trashFlag < 1)
     3000: 1062-block  0
branch  0 taken 3000
branch  1 taken 0
        -: 1063:    {
        -: 1064:      //add card to played pile
     3000: 1065:      state->playedCards[state->playedCardCount] = state->hand[currentPlayer][handPos]; 
     3000: 1066:      state->playedCardCount++;
     3000: 1067:    }
     3000: 1067-block  0
unconditional  0 taken 3000
        -: 1068:	
        -: 1069:  //set played card to -1
     3000: 1070:  state->hand[currentPlayer][handPos] = -1;
        -: 1071:	
        -: 1072:  //remove card from player's hand
     3000: 1073:  if ( handPos == (state->handCount[currentPlayer] - 1) ) 	//last card in hand array is played
     3000: 1073-block  0
branch  0 taken 1872
branch  1 taken 1128
        -: 1074:    {
        -: 1075:      //reduce number of cards in hand
     1872: 1076:      state->handCount[currentPlayer]--;
     1872: 1077:    }
     1872: 1077-block  0
unconditional  0 taken 1872
     1128: 1078:  else if ( state->handCount[currentPlayer] == 1 ) //only one card in hand
     1128: 1078-block  0
branch  0 taken 0
branch  1 taken 1128
        -: 1079:    {
        -: 1080:      //reduce number of cards in hand
    #####: 1081:      state->handCount[currentPlayer]--;
    #####: 1082:    }
    $$$$$: 1082-block  0
unconditional  0 never executed
        -: 1083:  else 	
        -: 1084:    {
        -: 1085:      //replace discarded card with last card in hand
     1128: 1086:      state->hand[currentPlayer][handPos] = state->hand[currentPlayer][ (state->handCount[currentPlayer] - 1)];
        -: 1087:      //set last card to -1
     1128: 1088:      state->hand[currentPlayer][state->handCount[currentPlayer] - 1] = -1;
        -: 1089:      //reduce number of cards in hand
     1128: 1090:      state->handCount[currentPlayer]--;
     1128: 1090-block  0
unconditional  0 taken 1128
        -: 1091:    }
        -: 1092:	
     3000: 1093:  return 0;
     3000: 1093-block  0
unconditional  0 taken 3000
        -: 1094:}
        -: 1095:
function gainCard called 0 returned 0% blocks executed 0%
        -: 1096:int gainCard(int supplyPos, struct gameState *state, int toFlag, int player)
        -: 1097:{
        -: 1098:  //Note: supplyPos is enum of choosen card
        -: 1099:	
        -: 1100:  //check if supply pile is empty (0) or card is not used in game (-1)
    #####: 1101:  if ( supplyCount(supplyPos, state) < 1 )
    $$$$$: 1101-block  0
branch  0 never executed
branch  1 never executed
        -: 1102:    {
    #####: 1103:      return -1;
    $$$$$: 1103-block  0
unconditional  0 never executed
        -: 1104:    }
        -: 1105:	
        -: 1106:  //added card for [whoseTurn] current player:
        -: 1107:  // toFlag = 0 : add to discard
        -: 1108:  // toFlag = 1 : add to deck
        -: 1109:  // toFlag = 2 : add to hand
        -: 1110:
    #####: 1111:  if (toFlag == 1)
    $$$$$: 1111-block  0
branch  0 never executed
branch  1 never executed
        -: 1112:    {
    #####: 1113:      state->deck[ player ][ state->deckCount[player] ] = supplyPos;
    #####: 1114:      state->deckCount[player]++;
    #####: 1115:    }
    $$$$$: 1115-block  0
unconditional  0 never executed
    #####: 1116:  else if (toFlag == 2)
    $$$$$: 1116-block  0
branch  0 never executed
branch  1 never executed
        -: 1117:    {
    #####: 1118:      state->hand[ player ][ state->handCount[player] ] = supplyPos;
    #####: 1119:      state->handCount[player]++;
    #####: 1120:    }
    $$$$$: 1120-block  0
unconditional  0 never executed
        -: 1121:  else
        -: 1122:    {
    #####: 1123:      state->discard[player][ state->discardCount[player] ] = supplyPos;
    #####: 1124:      state->discardCount[player]++;
    $$$$$: 1124-block  0
unconditional  0 never executed
        -: 1125:    }
        -: 1126:	
        -: 1127:  //decrease number in supply pile
    #####: 1128:  state->supplyCount[supplyPos]--;
        -: 1129:	 
    #####: 1130:  return 0;
    $$$$$: 1130-block  0
unconditional  0 never executed
    #####: 1131:}
    $$$$$: 1131-block  0
unconditional  0 never executed
        -: 1132:
function updateCoins called 2000 returned 100% blocks executed 85%
        -: 1133:int updateCoins(int player, struct gameState *state, int bonus)
        -: 1134:{
        -: 1135:  int i;
        -: 1136:	
        -: 1137:  //reset coin count
     2000: 1138:  state->coins = 0;
        -: 1139:
        -: 1140:  //add coins for each Treasure card in player's hand
    12000: 1141:  for (i = 0; i < state->handCount[player]; i++)
     2000: 1141-block  0
unconditional  0 taken 2000
    12000: 1141-block  1
branch  1 taken 10000
branch  2 taken 2000
    10000: 1141-block  2
unconditional  3 taken 10000
        -: 1142:    {
    10000: 1143:      if (state->hand[player][i] == copper)
    10000: 1143-block  0
branch  0 taken 8000
branch  1 taken 2000
        -: 1144:	{
     8000: 1145:	  state->coins += 1;
     8000: 1146:	}
     8000: 1146-block  0
unconditional  0 taken 8000
     2000: 1147:      else if (state->hand[player][i] == silver)
     2000: 1147-block  0
branch  0 taken 0
branch  1 taken 2000
        -: 1148:	{
    #####: 1149:	  state->coins += 2;
    #####: 1150:	}
    $$$$$: 1150-block  0
unconditional  0 never executed
     2000: 1151:      else if (state->hand[player][i] == gold)
     2000: 1151-block  0
branch  0 taken 0
branch  1 taken 2000
        -: 1152:	{
    #####: 1153:	  state->coins += 3;
    #####: 1154:	}	
    $$$$$: 1154-block  0
unconditional  0 never executed
    10000: 1155:    }	
    10000: 1155-block  0
unconditional  0 taken 10000
        -: 1156:
        -: 1157:  //add bonus
     2000: 1158:  state->coins += bonus;
        -: 1159:
     2000: 1160:  return 0;
     2000: 1160-block  0
unconditional  0 taken 2000
        -: 1161:}
        -: 1162:
function adventurerAction called 1000 returned 100% blocks executed 86%
        -: 1163:int adventurerAction(struct gameState *state)
        -: 1164:{
     1000: 1165:    int currentPlayer = whoseTurn(state);
     1000: 1166:    int drawntreasure = 0;
        -: 1167:    int temphand[MAX_HAND];
     1000: 1168:    int z = 0;
     3195: 1169:    while (drawntreasure<2) {
     1000: 1169-block  0
unconditional  0 taken 1000
     3195: 1169-block  1
branch  1 taken 2195
branch  2 taken 1000
     2195: 1169-block  2
unconditional  3 taken 2195
     2195: 1170:        if (state->deckCount[currentPlayer] <1) {//if the deck is empty we need to shuffle discard and add to deck
     2195: 1170-block  0
branch  0 taken 0
branch  1 taken 2195
    #####: 1171:            shuffle(currentPlayer, state);
    #####: 1172:        }
    $$$$$: 1172-block  0
unconditional  0 never executed
     2195: 1173:        drawCard(currentPlayer, state);
     2195: 1174:        int cardDrawn = state->hand[currentPlayer][state->handCount[currentPlayer] - 1];//top card of hand is most recently drawn card.
     2195: 1175:        if (cardDrawn == copper || cardDrawn == silver || cardDrawn == gold)
     2195: 1175-block  0
branch  0 taken 195
